epoch,loss,accuracy,top_5_accuracy,val_loss,val_accuracy,val_top_5_accuracy,elapsed_s
25,2.5125088691711426,0.5788003206253052,0.793087899684906,1.845209002494812,0.7488227486610413,0.9120290875434875,1500.4101552963257
26,2.4975945949554443,0.5864009261131287,0.7949549555778503,1.833751320838928,0.7536386847496033,0.9120290875434875,3005.729600429535
27,2.476933717727661,0.5893803238868713,0.7993643879890442,1.8262686729431152,0.7542808055877686,0.915881872177124,1958.8341100215912
28,2.458430767059326,0.594782829284668,0.802595317363739,1.81112027168274,0.7609161138534546,0.9153467416763306,1789.831354856491
29,2.4355292320251465,0.6039989590644836,0.8066737055778503,1.8063243627548216,0.7628424763679504,0.918878436088562,1693.4910621643066
30,2.4198226928710938,0.6037870645523071,0.8090969324111938,1.7940291166305542,0.7644477486610413,0.9184503555297852,1486.6361756324768
31,2.3985350131988525,0.612102746963501,0.8122351765632629,1.7769622802734375,0.7697988152503967,0.9209117889404296,1996.9607074260712
32,2.3852639198303223,0.6144994497299194,0.815227746963501,1.773462414741516,0.7705479264259338,0.920376718044281,1808.4178879261017
33,2.374415159225464,0.6153866648674011,0.8163930177688599,1.7598981857299805,0.7709760069847107,0.9205907583236694,1508.1155812740326
34,2.3581619262695312,0.6221001148223877,0.8192266821861267,1.7603543996810913,0.7739726305007935,0.9235873222351074,1436.5226089954376
35,2.3397135734558105,0.627727746963501,0.8215704560279846,1.7622456550598145,0.7730094194412231,0.9210188388824464,1481.8219442367554
36,2.3306870460510254,0.6295021176338196,0.8227754235267639,1.7513744831085205,0.7793236374855042,0.9231592416763306,1604.7694654464722
37,2.3115944862365723,0.6348119974136353,0.8273569941520691,1.744523525238037,0.7769691944122314,0.9220890402793884,1636.2916045188904
38,2.311490058898926,0.636321485042572,0.8255693912506104,1.7408384084701538,0.7791095972061157,0.9241224527359008,1517.9736759662628
39,2.294292449951172,0.6416049003601074,0.8288003206253052,1.7298860549926758,0.7848886847496033,0.9243364930152892,1690.388669013977
40,2.2831039428710938,0.6449814438819885,0.8296213150024414,1.723178148269653,0.7862799763679504,0.925192654132843,1673.3778874874115
41,2.2746152877807617,0.6455111503601074,0.8324417471885681,1.719904541969299,0.7889554500579834,0.9240154027938844,2040.8095638751984
42,2.2618958950042725,0.649986743927002,0.8340307474136353,1.703924536705017,0.7901327013969421,0.9262628555297852,1773.9804546833038
43,2.2502896785736084,0.6517214179039001,0.8344941735267639,1.702863335609436,0.7904537916183472,0.9284032583236694,1926.415013551712
44,2.238876819610596,0.6567796468734741,0.8369041085243225,1.6964361667633057,0.7937713861465454,0.928189218044281,1992.0853400230408
45,2.229233503341675,0.6590042114257812,0.8391419649124146,1.68471360206604,0.7977311611175537,0.9285102486610411,2267.469312429428
46,2.2210052013397217,0.6612949967384338,0.8398305177688599,1.6948546171188354,0.7981592416763306,0.9280821681022644,1777.254632949829
47,2.211768627166748,0.6628575325012207,0.8408368825912476,1.6961992979049685,0.7952696681022644,0.9301155805587769,1716.9976570606232
48,2.198564052581787,0.6693193912506104,0.8443458676338196,1.6833997964859009,0.7982662916183472,0.930757701396942,1529.973149061203
49,2.1883111000061035,0.6709745526313782,0.8450211882591248,1.6816678047180176,0.7981592416763306,0.9308647513389589,1755.249779701233
50,2.182323455810547,0.6754502058029175,0.8446769118309021,1.6682003736495972,0.802868127822876,0.9321489930152892,2518.139153242111
51,2.1682324409484863,0.6776880025863647,0.8467028737068176,1.6695340871810913,0.8014768958091736,0.9317209124565125,1628.814576625824
52,2.1561458110809326,0.6802171468734741,0.8493776321411133,1.6597065925598145,0.806506872177124,0.9328981041908264,1613.202467918396
53,2.147608995437622,0.6835540533065796,0.8504104614257812,1.6601531505584717,0.8070419430732727,0.9319349527359008,1721.761886358261
54,2.133988618850708,0.6875794529914856,0.8529396057128906,1.657515287399292,0.8078981041908264,0.9313998222351074,1515.8516945838928
55,2.1203746795654297,0.6903071999549866,0.854687511920929,1.651801347732544,0.807684063911438,0.932684063911438,1483.3228614330292
56,2.111060619354248,0.6929290294647217,0.8563029766082764,1.6493074893951416,0.8067209124565125,0.9322559833526612,1394.9581413269043
57,2.1078829765319824,0.6932997703552246,0.857044517993927,1.6485744714736938,0.8105736374855042,0.9322559833526612,1503.5321502685547
58,2.095546007156372,0.700132429599762,0.8584348559379578,1.6437513828277588,0.810680627822876,0.933005154132843,1576.82803940773
59,2.084843873977661,0.7010461091995239,0.8606197237968445,1.6413099765777588,0.8100385069847107,0.9338613152503968,1544.5908226966858
60,2.079539060592652,0.7034162878990173,0.8608580231666565,1.6420745849609375,0.8082191944122314,0.9336472749710084,1541.191733121872
61,2.063374757766724,0.7087791562080383,0.8638771176338196,1.6293838024139404,0.8144263625144958,0.934182345867157,1608.9522850513458
62,2.067758798599243,0.7084348797798157,0.8616127967834473,1.6309261322021484,0.8129280805587769,0.9339683055877686,1567.93390417099
63,2.049048900604248,0.7128045558929443,0.8654395937919617,1.6234177350997925,0.8149614930152893,0.9342893958091736,1629.0294904708862
64,2.0449705123901367,0.7128840088844299,0.8648437261581421,1.6245019435882568,0.8147474527359009,0.9357876777648926,1534.73042011261
65,2.0395545959472656,0.714698076248169,0.8674258589744568,1.6226491928100586,0.8138912916183472,0.9349315166473388,1783.601120710373
66,2.031444549560547,0.7174258232116699,0.868763267993927,1.614695429801941,0.8166738152503967,0.9351455569267272,1512.8752028942108
67,2.021446943283081,0.7194253206253052,0.8690942525863647,1.615922927856445,0.815496563911438,0.9358946681022644,1590.736270904541
68,2.012251615524292,0.7228416204452515,0.8704978823661804,1.6120121479034424,0.8183861374855042,0.9361087083816528,1406.4445555210114
69,2.006756067276001,0.7256091237068176,0.8712658882141113,1.6102657318115234,0.8191352486610413,0.9377140402793884,1534.6121153831482
70,2.00158953666687,0.7270656824111938,0.87172931432724,1.6143219470977783,0.816994845867157,0.937178909778595,1627.2720584869385
71,1.9954755306243896,0.7287341356277466,0.87172931432724,1.61227285861969,0.8196703791618347,0.9370719194412231,1696.2631969451904
72,1.9849920272827148,0.7326270937919617,0.8744438290596008,1.6114742755889893,0.8200984597206116,0.9365367889404296,1680.8065192699432
73,1.9791330099105835,0.7339115738868713,0.8757017850875854,1.604376196861267,0.822131872177124,0.9377140402793884,1643.9017703533173
74,2.058830499649048,0.7086467146873474,0.8621159791946411,1.6008278131484983,0.8194563388824463,0.9375,1586.457929611206
75,2.0847301483154297,0.6999205350875854,0.8601430058479309,1.5968807935714722,0.8212757110595703,0.9384632110595704,1596.5383820533752
76,1.9704043865203857,0.735672652721405,0.8754369616508484,1.5971577167510986,0.8205265402793884,0.937178909778595,2219.6331400871277
77,1.9605845212936401,0.7384401559829712,0.8768802881240845,1.5976142883300781,0.823630154132843,0.9366438388824463,1836.2888832092285
78,1.9527497291564941,0.740492582321167,0.8796212673187256,1.5954841375350952,0.8229880332946777,0.937821090221405,1630.2117717266083
79,1.9499342441558838,0.7413268089294434,0.8789459466934204,1.5947651863098145,0.8226669430732727,0.9385702013969421,1493.610322713852
80,1.93783700466156,0.7458156943321228,0.8811573386192322,1.5918495655059814,0.8240582346916199,0.9376070499420166,1471.9088199138641
81,1.9274311065673828,0.749337911605835,0.882296085357666,1.5951579809188843,0.8224529027938843,0.9391053318977356,1453.8141841888428
82,1.923593521118164,0.7496821880340576,0.8831567764282227,1.5920342206954956,0.8242722749710083,0.9394263625144958,1685.0415275096893
83,1.924963355064392,0.7478945851325989,0.8839645385742188,1.5931599140167236,0.825128436088562,0.9388912916183472,1548.4642508029938
84,1.9178003072738647,0.7521583437919617,0.8837526440620422,1.5917192697525024,0.8243792653083801,0.9396404027938843,1458.1910920143127
85,1.911002516746521,0.754687488079071,0.8847060203552246,1.5878597497940063,0.8235231041908264,0.9385702013969421,1489.9339270591736
86,1.9078329801559448,0.7555614113807678,0.885023832321167,1.5905367136001587,0.8240582346916199,0.9399614930152893,1423.7095918655396
87,1.89532470703125,0.759110152721405,0.8884931206703186,1.5886598825454712,0.8245933055877686,0.9386772513389587,1421.7887015342712
88,1.904507040977478,0.75717693567276,0.8844809532165527,1.5870747566223145,0.8253424763679504,0.9400684833526611,1401.807033777237
89,1.8903656005859375,0.7603681087493896,0.8883872032165527,1.5869330167770386,0.826305627822876,0.938998281955719,1410.9695131778717
90,1.8911821842193604,0.7590042352676392,0.8872087001800537,1.5867283344268799,0.8257705569267273,0.9397474527359009,1384.7688972949982
91,1.8894234895706177,0.7611493468284607,0.8885063529014587,1.5853016376495361,0.8261986374855042,0.9396404027938843,1440.2705557346344
92,1.8857132196426392,0.7615863084793091,0.8895391821861267,1.5854861736297607,0.826626718044281,0.9399614930152893,1384.4013996124268
93,1.879878282546997,0.7643141150474548,0.8893670439720154,1.583621859550476,0.8264126777648926,0.9395334124565125,1401.942976474762
94,1.8765329122543335,0.7644862532615662,0.8897245526313782,1.5835105180740356,0.8274828791618347,0.9391053318977356,1347.2647523880005
95,1.8762266635894775,0.7653734087944031,0.8899099826812744,1.585463523864746,0.8259845972061157,0.9395334124565125,1410.7576036453247
96,1.875449776649475,0.7649761438369751,0.8904925584793091,1.5833086967468262,0.8268407583236694,0.9392123222351074,1412.855178117752
97,1.8736259937286377,0.765505850315094,0.8904396295547485,1.5862263441085815,0.8271617889404297,0.9397474527359009,1388.2604908943176
98,1.8676574230194092,0.7683395147323608,0.8913135528564453,1.5845550298690796,0.8273758292198181,0.9399614930152893,1320.354641199112
99,1.8675345182418823,0.7699019908905029,0.8911546468734741,1.584787368774414,0.8265196681022644,0.9394263625144958,1398.3002300262451
100,1.9416708946228027,0.7440545558929443,0.8796080350875854,1.5850118398666382,0.826626718044281,0.9395334124565125,1370.5094685554504
